transaction_id,amount_minor,amount_log,mcc,mcc_risk,hour_of_day,weekend,velocity_5m,device_trust,network_trust,impossible_travel,new_device,distance_km,is_fraud
tx_02481,4768,8.469891918298224,6011,0.85,9,1,9,0,0,0,0,3.51,0
tx_02482,5536,8.619208116822968,4829,0.8,10,1,6,0,1,0,0,55.14,0
tx_02483,5249,8.565983355585669,5311,0.4,11,0,1,1,1,0,0,2.25,0
tx_02484,26341,10.178919902558992,5311,0.4,18,1,3,1,1,0,0,6.77,0
tx_02485,7835,8.966483779064431,5411,0.1,1,1,2,-1,1,0,0,5.74,0
tx_02486,8781,9.080459451121662,4900,0.1,12,0,3,0,0,0,0,10.3,0
tx_02487,5359,8.586719254064848,4121,0.2,13,1,2,1,-1,0,0,6.4,0
tx_02488,12643,9.444938073335509,5691,0.35,18,1,8,1,1,0,0,1.82,0
tx_02489,29349,10.287047825256243,5411,0.1,15,1,1,-1,0,0,0,10.84,0
tx_02490,15073,9.620726684403415,5311,0.4,10,0,9,0,1,0,0,5.08,0
tx_02491,15642,9.657778811561771,4900,0.1,2,0,2,1,1,0,0,16.11,0
tx_02492,14488,9.581145019820722,7995,0.3,8,1,1,1,1,0,1,12.73,0
tx_02493,2195,7.694392802629421,5712,0.25,6,0,5,1,1,1,0,4709.23,0
tx_02494,3543,8.173011311724972,5411,0.1,4,1,1,0,1,0,1,15.22,0
tx_02495,6704,8.81060879571578,4829,0.8,17,1,3,0,1,0,0,2.52,0
tx_02496,4087,8.31581113188354,5968,0.7,11,1,0,1,1,0,0,5.55,0
tx_02497,2963,7.994294986415977,6011,0.85,19,0,1,1,-1,1,0,1977.87,0
tx_02498,1376,7.227662498728654,4121,0.2,3,1,2,1,0,0,0,6.59,0
tx_02499,2266,7.726212650507529,7995,0.3,23,1,1,1,0,0,0,1.97,0
tx_02500,6383,8.761550139129644,5812,0.45,11,1,2,-1,0,0,0,1.43,0
tx_02501,7625,8.939318740417509,4814,0.55,6,1,6,0,0,0,1,12.56,0
tx_02502,3834,8.251924713801357,5814,0.3,8,0,0,1,1,0,0,2.56,0
tx_02503,8779,9.080231686629162,4814,0.55,20,0,6,1,1,0,1,4.66,0
tx_02504,5394,8.593227877692234,4121,0.2,17,1,0,1,0,0,0,26.93,0
tx_02505,22953,10.041247492240613,4814,0.55,4,0,5,1,1,0,0,1.81,0
tx_02506,6986,8.85180655855245,5412,0.2,23,0,2,1,1,0,0,20.54,0
tx_02507,15783,9.66675204770245,5712,0.25,3,1,7,1,1,0,0,1.49,1
tx_02508,9880,9.198369000194964,5411,0.1,6,0,3,-1,1,0,0,20.89,0
tx_02509,2150,7.67368812926773,4814,0.55,17,1,1,1,1,0,0,6.09,0
tx_02510,7473,8.91918561004543,4829,0.8,12,1,4,0,1,0,0,0.64,0
tx_02511,2518,7.831617276352611,5968,0.7,10,0,2,1,0,0,0,1.15,0
tx_02512,7350,8.902591637374087,7995,0.3,22,0,1,1,1,0,1,1.77,0
tx_02513,4013,8.297543529356284,5814,0.3,19,0,6,0,1,0,0,5.82,0
tx_02514,11708,9.368113055848724,4814,0.55,23,1,4,0,-1,0,0,19.13,0
tx_02515,2275,7.730174795246222,5968,0.7,6,0,2,0,1,0,0,7.9,0
tx_02516,8260,9.019300924562506,5812,0.45,20,1,3,1,1,0,0,1.76,0
tx_02517,14030,9.549024446393997,5691,0.35,5,1,4,1,0,0,0,28.08,0
tx_02518,19291,9.867445781188863,4829,0.8,19,0,1,1,1,0,0,4.6,0
tx_02519,3941,8.279443487712665,7995,0.3,13,1,0,1,1,0,0,1.65,0
tx_02520,8284,9.022201929860664,5412,0.2,14,1,1,1,1,0,0,4.31,0
tx_02521,9702,9.1801903950253,4121,0.2,2,1,0,1,-1,0,1,5.01,0
tx_02522,35417,10.474975444468745,4829,0.8,21,1,2,1,1,0,0,1.78,0
tx_02523,1994,7.598399329323964,5411,0.1,6,1,4,1,1,0,0,15.52,0
tx_02524,3428,8.14002395246292,4121,0.2,14,0,2,1,1,0,0,3.21,0
tx_02525,116939,11.669416261729662,5311,0.4,3,1,2,1,-1,0,0,1.83,0
tx_02526,6284,8.745921121024347,5412,0.2,22,0,8,0,1,0,0,10.3,0
tx_02527,1351,7.20934025660291,7995,0.3,7,1,0,-1,1,0,0,7.97,0
tx_02528,4683,8.451907724717607,4814,0.55,18,1,1,1,1,0,0,12.74,0
tx_02529,587,6.376726947898627,5712,0.25,18,0,2,1,-1,0,0,12.4,0
tx_02530,10240,9.234154550075438,6011,0.85,13,1,2,0,1,0,0,2.24,0
tx_02531,17579,9.774517171239168,5968,0.7,2,1,3,1,1,0,0,4.31,0
tx_02532,3426,8.139440521874608,6011,0.85,6,1,11,0,1,0,0,0.33,0
tx_02533,5208,8.558143177745192,4829,0.8,14,1,4,1,0,0,0,5.83,0
tx_02534,19587,9.882672412822208,5968,0.7,12,1,5,1,1,0,0,6.61,1
tx_02535,1545,7.343426229147367,7995,0.3,14,1,2,1,1,0,0,3.89,0
tx_02536,2321,7.7501841622578365,5311,0.4,5,0,3,0,1,0,0,1.57,0
tx_02537,6558,8.788593431293735,5412,0.2,12,1,1,1,1,0,0,17.6,0
tx_02538,3986,8.290794347381356,5691,0.35,2,0,1,1,1,0,0,1.16,0
tx_02539,6161,8.726156679156613,5412,0.2,11,0,0,1,0,0,0,30.06,0
tx_02540,2452,7.8050670442584895,5311,0.4,2,0,2,1,1,0,0,0.8,0
tx_02541,9984,9.208839245849916,7995,0.3,15,1,3,-1,1,0,0,3.6,0
tx_02542,7068,8.863474306170954,7995,0.3,13,0,2,1,1,0,0,0.32,0
tx_02543,13724,9.526974266377731,5411,0.1,20,1,1,1,1,0,0,2.0,0
tx_02544,9853,9.195632743103909,5968,0.7,11,1,2,1,1,0,0,6.62,0
tx_02545,9912,9.201602306032898,5411,0.1,3,1,2,1,1,0,0,7.22,0
tx_02546,2061,7.631431664576906,5968,0.7,5,1,6,0,-1,0,0,3.71,0
tx_02547,13006,9.47324295306374,5712,0.25,19,0,5,0,-1,0,0,2.71,0
tx_02548,5948,8.690978417187905,5412,0.2,22,1,1,1,1,1,0,3478.12,1
tx_02549,6953,8.847072312567807,4814,0.55,1,1,0,1,1,0,0,4.48,0
tx_02550,22049,10.001067880874992,5812,0.45,16,1,2,1,1,0,0,148.57,0
tx_02551,4112,8.321907968230423,5311,0.4,11,1,1,1,-1,0,0,31.18,0
tx_02552,29401,10.288817978223912,4900,0.1,6,1,4,1,1,0,0,2.22,0
tx_02553,32126,10.377452077068984,4829,0.8,12,1,0,1,1,0,0,2.76,0
tx_02554,16652,9.720345659358271,7995,0.3,22,1,1,1,1,0,1,34.49,0
tx_02555,3209,8.07402621612406,4814,0.55,4,0,1,1,1,0,0,0.93,0
tx_02556,1021,6.92951677076365,5968,0.7,20,1,1,1,1,0,0,26.63,0
tx_02557,22699,10.030120203469494,6011,0.85,2,1,4,1,1,0,0,4.32,0
tx_02558,9054,9.111072370317514,4121,0.2,17,0,0,1,1,0,0,0.25,0
tx_02559,4013,8.297543529356284,5712,0.25,1,1,10,0,1,0,0,1.27,0
tx_02560,24836,10.120089755806916,5712,0.25,1,0,1,1,1,0,0,3.72,0
tx_02561,3593,8.187021067343505,5411,0.1,0,1,0,1,1,0,0,2.67,0
tx_02562,5444,8.602453035367061,5812,0.45,19,0,1,1,1,0,0,2.09,0
tx_02563,13411,9.50390510758612,5411,0.1,13,1,2,1,1,0,0,0.84,0
tx_02564,2828,7.947678571301568,5412,0.2,16,1,2,1,1,0,0,4.75,0
tx_02565,7341,8.90136656405678,5412,0.2,3,0,3,1,-1,0,0,30.94,0
tx_02566,22922,10.039896052315676,5968,0.7,22,0,3,1,1,0,0,30.07,0
tx_02567,9954,9.205830216498297,5712,0.25,19,1,6,1,1,0,0,21.09,0
tx_02568,26641,10.190244196911408,5411,0.1,11,1,7,1,1,0,0,4.0,0
tx_02569,23911,10.082135703963774,6011,0.85,21,0,0,1,1,0,0,21.31,0
tx_02570,8205,9.012620873002131,5968,0.7,3,1,2,1,1,0,0,0.75,0
tx_02571,885,6.786716950605081,7995,0.3,7,0,5,1,-1,0,0,10.36,0
tx_02572,2849,7.955074273262696,5814,0.3,1,0,1,-1,1,0,0,33.49,0
tx_02573,16820,9.730383384791782,5411,0.1,3,0,10,0,1,0,0,12.07,0
tx_02574,1868,7.533158807455563,5814,0.3,20,0,1,-1,0,0,0,0.71,0
tx_02575,5972,8.695004592732307,5311,0.4,9,0,0,-1,0,0,0,1.69,0
tx_02576,11234,9.326789184619429,4900,0.1,15,0,1,1,1,0,0,2.27,0
tx_02577,32901,10.401288725179366,5412,0.2,21,0,2,1,1,0,0,1.35,0
tx_02578,4717,8.45914025996762,7995,0.3,18,0,0,1,1,0,0,3.34,0
tx_02579,4420,8.394121193826242,5691,0.35,9,0,5,1,1,0,0,4.39,0
tx_02580,7749,8.955448122347393,5411,0.1,8,0,4,0,1,0,0,3.76,0
tx_02581,11368,9.338645632129106,5412,0.2,2,0,5,0,1,0,0,1.68,0
tx_02582,7035,8.85879510585745,5311,0.4,19,0,4,1,0,0,0,18.69,0
tx_02583,22070,10.002019808600375,5812,0.45,23,1,10,0,1,0,0,3.97,0
tx_02584,3812,8.246171559857563,5311,0.4,12,0,0,1,1,0,0,0.89,0
tx_02585,9130,9.11943049661634,5691,0.35,11,0,2,1,1,0,0,2.89,0
tx_02586,12433,9.428189934829282,5411,0.1,20,1,3,1,0,0,0,2.53,0
tx_02587,5569,8.62515033292133,5311,0.4,8,0,2,-1,1,0,0,0.56,0
tx_02588,18086,9.802948727157515,7995,0.3,9,1,0,1,1,0,0,3.12,0
tx_02589,9383,9.146761390333312,5311,0.4,21,0,0,1,1,0,0,23.08,0
tx_02590,17233,9.754639455799712,4121,0.2,9,0,0,1,1,0,0,3.65,0
tx_02591,9794,9.189627330378642,5411,0.1,22,0,4,0,1,0,0,3.96,0
tx_02592,11646,9.362803915102651,5691,0.35,3,1,5,0,1,0,0,9.57,0
tx_02593,4467,8.404696160189092,4814,0.55,11,0,1,1,1,0,0,2.42,0
tx_02594,4474,8.406261630708956,5311,0.4,11,0,2,-1,1,0,0,1.34,0
tx_02595,26065,10.168387062090664,4829,0.8,7,1,4,1,1,0,0,11.48,0
tx_02596,14897,9.608982254736222,5691,0.35,23,1,2,-1,1,0,0,4.83,0
tx_02597,3082,8.03365842788615,5814,0.3,11,1,2,1,0,0,1,0.63,0
tx_02598,9672,9.177093778182547,7995,0.3,21,0,6,0,1,0,0,8.09,0
tx_02599,854,6.75110146893676,5411,0.1,5,0,1,-1,0,0,0,7.24,0
tx_02600,4722,8.460199469896118,6011,0.85,8,1,4,0,1,0,0,0.61,0
tx_02601,20295,9.918179101279117,4900,0.1,11,1,1,1,0,0,0,0.28,0
tx_02602,7232,8.886409166849282,5814,0.3,13,1,4,0,1,0,0,2.22,0
tx_02603,9111,9.117347505127018,5691,0.35,5,0,2,1,1,1,0,4165.56,1
tx_02604,464,6.142037405587356,5814,0.3,7,1,1,1,1,0,0,85.58,0
tx_02605,5611,8.632662441222351,5814,0.3,14,1,3,1,1,0,0,30.43,0
tx_02606,11232,9.326611153641569,5691,0.35,6,0,1,1,-1,0,0,2.0,0
tx_02607,12673,9.447307929883463,4900,0.1,18,1,2,1,0,0,0,1.83,0
tx_02608,20321,9.919459322045826,5691,0.35,11,0,0,1,1,0,0,1.04,0
tx_02609,6670,8.805525052709516,5968,0.7,23,0,6,1,-1,0,0,1.12,0
tx_02610,6959,8.847934753328465,7995,0.3,5,1,2,1,1,0,0,10.42,0
tx_02611,2298,7.740229524763182,6011,0.85,20,0,4,0,1,0,0,39.73,0
tx_02612,6707,8.8110561229431,4829,0.8,11,0,2,1,0,0,0,3.66,0
tx_02613,2457,7.80710329012598,5712,0.25,2,1,1,1,1,0,0,2.57,0
tx_02614,1408,7.25063551189868,4814,0.55,16,0,1,1,1,0,0,1.63,0
tx_02615,2905,7.974532844130228,5812,0.45,5,0,4,1,1,0,0,3.82,0
tx_02616,34147,10.438459298130198,7995,0.3,3,0,2,1,1,0,0,1.76,0
tx_02617,6299,8.748304912379623,4121,0.2,12,0,3,1,1,0,0,0.91,0
tx_02618,10037,9.214133170214879,5812,0.45,18,1,4,0,1,0,0,6.15,0
tx_02619,5001,8.517593111437565,7995,0.3,6,1,1,-1,1,0,0,1.89,0
tx_02620,1486,7.304515946460155,5968,0.7,14,1,0,1,1,0,0,2.64,0
tx_02621,19821,9.894547710966654,5411,0.1,0,1,3,1,-1,0,0,5.04,0
tx_02622,1034,6.942156705699469,4814,0.55,4,1,2,1,1,0,0,0.41,0
tx_02623,4808,8.478244441277663,6011,0.85,18,0,1,1,1,0,0,0.79,0
tx_02624,7733,8.953381472167242,6011,0.85,0,1,0,1,1,0,0,5.8,0
tx_02625,10139,9.224243277145174,5712,0.25,8,1,0,1,-1,0,0,1.23,0
tx_02626,4085,8.315321775377567,7995,0.3,12,1,1,1,1,0,0,5.25,0
tx_02627,1421,7.259819610363186,4121,0.2,1,0,1,1,1,0,0,2.05,0
tx_02628,3805,8.244334047856094,5712,0.25,23,1,10,0,1,0,0,6.92,0
tx_02629,3999,8.294049640102028,4121,0.2,12,0,3,1,1,0,0,0.73,0
tx_02630,3908,8.271036865792954,7995,0.3,8,0,4,1,1,0,0,1.83,0
tx_02631,20470,9.926764529440621,5812,0.45,23,1,0,-1,1,0,0,33.94,0
tx_02632,2572,7.8528278122817445,6011,0.85,13,1,0,1,1,0,0,7.71,0
tx_02633,10841,9.291182759820284,5691,0.35,16,1,1,1,1,0,0,15.07,0
tx_02634,9467,9.155672970633875,4814,0.55,2,0,2,1,1,0,0,5.0,0
tx_02635,20284,9.917636975640548,4121,0.2,3,1,1,1,1,0,1,1.08,0
tx_02636,7177,8.878776071707552,5311,0.4,1,1,2,1,1,0,0,2.04,0
tx_02637,17270,9.756784073343919,5814,0.3,12,1,3,1,1,0,0,2.26,0
tx_02638,6916,8.841737428600585,4829,0.8,20,0,1,1,1,0,0,2.27,0
tx_02639,12306,9.417923485172336,5968,0.7,21,1,1,1,-1,0,1,23.82,0
tx_02640,1953,7.577633832602728,4900,0.1,13,0,1,1,1,0,0,3.77,0
tx_02641,664,6.499787040655854,5412,0.2,1,1,1,1,1,0,0,0.93,0
tx_02642,11659,9.363919459904483,4829,0.8,15,1,2,1,1,0,0,2.19,0
tx_02643,12269,9.414912537704957,5412,0.2,15,1,1,1,1,0,0,8.05,0
tx_02644,12796,9.456966047437597,5412,0.2,14,0,3,0,1,0,0,0.8,0
tx_02645,4947,8.506738733512378,4121,0.2,17,0,0,1,1,0,0,18.27,0
tx_02646,33537,10.420434403307056,5691,0.35,13,0,7,1,1,0,0,28.34,0
tx_02647,5262,8.56845648535378,5968,0.7,16,1,3,1,-1,0,0,1.8,0
tx_02648,12149,9.405084448768694,7995,0.3,11,1,1,1,1,0,0,9.31,0
tx_02649,14329,9.570110520822217,5311,0.4,3,0,1,1,1,0,0,15.39,0
tx_02650,41688,10.637992584019639,6011,0.85,1,1,1,1,1,0,1,1.45,1
tx_02651,6027,8.704170559746386,6011,0.85,21,1,1,1,1,0,0,2.98,0
tx_02652,4379,8.384804003370492,7995,0.3,10,1,3,1,0,0,1,3.55,0
tx_02653,1962,7.5822291942764615,5411,0.1,7,0,2,1,1,0,0,7.72,0
tx_02654,35594,10.479960457537974,5968,0.7,7,0,11,0,0,0,0,28.44,1
tx_02655,12155,9.405578154036684,5691,0.35,1,0,2,1,1,0,0,3.59,0
tx_02656,12526,9.435641593844192,4121,0.2,22,0,1,1,1,0,0,0.79,0
tx_02657,157320,11.96604358299643,4900,0.1,1,1,8,0,1,0,0,0.59,0
tx_02658,11092,9.314069557738659,5812,0.45,5,0,0,1,1,0,0,1.94,0
tx_02659,2364,7.768533300926033,4829,0.8,10,1,1,1,1,0,1,3.45,0
tx_02660,6762,8.81922185757494,5412,0.2,8,0,3,1,1,1,0,2481.41,1
tx_02661,3226,8.079308192051961,5814,0.3,0,0,1,1,-1,0,0,0.6,0
tx_02662,5592,8.629271094821588,4829,0.8,7,1,2,1,1,0,0,3.89,0
tx_02663,5556,8.622813673279921,5412,0.2,18,0,3,0,1,0,0,28.59,0
tx_02664,4663,8.447628728030327,4900,0.1,6,0,2,0,1,0,0,7.78,0
tx_02665,2168,7.682021510826875,5691,0.35,20,1,2,1,1,0,0,1.09,0
tx_02666,36977,10.518078420190298,4900,0.1,8,0,5,0,0,0,0,5.92,0
tx_02667,10819,9.289151552400472,7995,0.3,0,1,6,0,-1,0,0,4.5,0
tx_02668,6575,8.791181936736017,4814,0.55,2,0,0,1,1,0,0,21.25,0
tx_02669,16729,9.72495879398087,7995,0.3,19,0,0,1,-1,0,0,11.34,0
tx_02670,12742,9.452737380212278,5968,0.7,9,0,0,1,1,0,1,6.56,0
tx_02671,10584,9.267193183568965,5968,0.7,23,0,1,1,1,0,0,9.17,0
tx_02672,15614,9.65598726971718,5968,0.7,18,0,5,0,1,0,0,4.9,0
tx_02673,9250,9.132486932771318,4829,0.8,0,0,3,0,1,0,0,1.86,0
tx_02674,15396,9.641927964229918,7995,0.3,7,0,5,0,1,0,1,11.06,0
tx_02675,16658,9.720705889909716,5712,0.25,17,0,2,1,1,0,1,2.07,0
tx_02676,9507,9.159888828480085,7995,0.3,1,1,1,1,1,0,0,7.16,0
tx_02677,6606,8.795884972029885,6011,0.85,23,0,2,1,1,0,0,10.74,0
tx_02678,34858,10.459066632489291,5712,0.25,3,0,2,1,1,0,0,1.03,0
tx_02679,5173,8.551401362745974,5411,0.1,19,1,3,1,1,0,0,3.54,0
tx_02680,11813,9.37704054786718,4814,0.55,20,1,5,1,-1,0,0,29.96,0
tx_02681,12069,9.398478314091577,4814,0.55,12,1,1,1,0,0,0,22.95,0
tx_02682,4565,8.42639282708974,5411,0.1,19,0,0,1,-1,0,0,7.75,0
tx_02683,3781,8.238008249218403,5968,0.7,21,0,4,1,1,0,0,3.72,0
tx_02684,5820,8.669227347271736,5691,0.35,17,1,4,1,1,0,0,3.33,0
tx_02685,5103,8.537779825024625,5412,0.2,16,0,2,0,1,0,0,2.06,1
tx_02686,2038,7.620214770574455,4900,0.1,9,1,0,1,1,0,0,4.23,0
tx_02687,4386,8.386400901166214,5691,0.35,7,0,3,1,1,0,0,21.68,0
tx_02688,10489,9.258177701390343,5712,0.25,20,1,0,1,1,0,0,2.16,0
tx_02689,27114,10.20784235927516,7995,0.3,5,1,4,1,0,0,0,1.0,0
tx_02690,13792,9.53191649607552,5814,0.3,9,0,1,1,1,0,0,14.86,0
tx_02691,689,6.536691597591305,5712,0.25,12,0,6,0,1,0,0,2.96,0
tx_02692,14979,9.61447125707121,6011,0.85,9,0,2,1,1,0,0,1.41,0
tx_02693,4793,8.475120414994329,5411,0.1,8,0,1,1,1,0,0,4.77,0
tx_02694,12526,9.435641593844192,7995,0.3,14,0,2,1,1,0,0,3.07,0
tx_02695,8036,8.991811158212718,5411,0.1,7,1,2,1,-1,0,0,4.87,0
tx_02696,6783,8.822322177471738,4814,0.55,23,1,3,-1,1,0,1,8.23,0
tx_02697,7391,8.90815361332152,5411,0.1,4,0,1,1,1,0,0,6.99,0
tx_02698,7973,8.983941527941301,4814,0.55,9,1,0,1,1,0,0,7.81,0
tx_02699,29213,10.282403325410757,4814,0.55,20,1,1,1,1,0,0,5.31,0
tx_02700,7994,8.986571625268054,6011,0.85,11,0,3,1,-1,0,0,0.53,0
tx_02701,22844,10.036487553997372,5968,0.7,16,1,1,1,0,0,0,4.96,0
tx_02702,19892,9.898123190036978,4900,0.1,15,1,2,1,1,0,0,0.95,0
tx_02703,15350,9.638935897473202,5968,0.7,7,0,8,0,-1,0,0,1.89,0
tx_02704,1492,7.30854279753919,4121,0.2,17,1,5,0,1,0,1,1.92,0
tx_02705,23529,10.066031481721408,4900,0.1,5,0,1,1,0,0,0,8.88,0
tx_02706,5272,8.57035473953047,5812,0.45,17,0,8,0,1,0,0,0.52,0
tx_02707,16076,9.68514495816296,5311,0.4,3,1,2,1,0,0,0,3.52,0
tx_02708,3233,8.081475040137052,5814,0.3,16,0,1,1,0,0,0,3.99,0
tx_02709,2642,7.879669914604289,6011,0.85,2,0,0,1,1,0,1,11.32,0
tx_02710,53249,10.882753083571671,4121,0.2,20,1,1,1,1,0,0,5.03,0
tx_02711,3281,8.096208271650037,4121,0.2,15,0,0,1,1,0,0,8.59,0
tx_02712,24197,10.094025264101424,7995,0.3,0,0,1,-1,1,0,0,5.12,0
tx_02713,9115,9.117786390365575,5691,0.35,2,1,1,1,1,0,0,34.75,0
tx_02714,5465,8.606302366488013,5691,0.35,4,0,0,1,1,0,0,2.65,0
tx_02715,7805,8.96264794774056,5412,0.2,23,1,2,1,1,0,0,73.32,0
tx_02716,2366,7.769378609513984,5412,0.2,14,1,2,1,1,0,0,2.3,0
tx_02717,8039,8.992184362173012,5812,0.45,6,1,3,1,0,0,1,11.43,0
tx_02718,2912,7.976938756959434,5712,0.25,6,0,2,1,1,0,0,28.01,0
tx_02719,5594,8.629628620746026,4829,0.8,0,0,3,1,1,0,0,3.6,0
tx_02720,19618,9.884253763420828,5712,0.25,4,1,0,1,1,0,0,4.13,0
tx_02721,10370,9.246768728589734,5812,0.45,20,0,1,1,-1,0,0,0.9,0
tx_02722,1992,7.597396320212795,4814,0.55,14,0,1,1,1,0,0,263.98,0
tx_02723,18290,9.814164414575925,5411,0.1,8,0,1,-1,1,0,0,3.53,0
tx_02724,8090,8.99850761180784,5968,0.7,0,0,2,1,1,0,0,25.22,0
tx_02725,4866,8.490233009833455,5712,0.25,8,0,0,1,1,0,0,1.97,0
tx_02726,16556,9.71456425210761,4814,0.55,9,0,0,1,-1,0,0,0.86,0
tx_02727,6949,8.846496938558838,4121,0.2,2,1,3,1,1,0,0,2.17,0
tx_02728,2691,7.898039690764619,5712,0.25,14,1,2,1,1,0,0,5.81,0
tx_02729,47126,10.76060136416805,5412,0.2,15,0,0,1,1,0,0,5.41,0
tx_02730,8012,8.98882050177807,7995,0.3,23,0,4,-1,1,0,1,2.14,0
tx_02731,7539,8.927977461002001,5691,0.35,8,0,2,1,1,0,0,2.74,0
tx_02732,5543,8.620471540869739,7995,0.3,6,0,1,1,1,0,0,5.61,0
tx_02733,24988,10.126191007021934,4900,0.1,19,0,3,1,1,0,1,1.84,0
tx_02734,4947,8.506738733512378,5412,0.2,8,1,1,-1,1,0,1,2.7,0
tx_02735,1877,7.537962659768208,4814,0.55,15,0,0,1,1,0,0,1.29,0
tx_02736,4275,8.360773272144936,5712,0.25,17,0,4,-1,1,0,0,12.28,0
tx_02737,28727,10.265627535905919,4829,0.8,21,0,2,1,1,0,0,0.98,0
tx_02738,17956,9.795735290041899,5412,0.2,7,0,1,1,1,0,0,3.31,0
tx_02739,6393,8.763115329619787,5311,0.4,14,1,6,0,0,0,0,9.12,0
tx_02740,30024,10.309785646948184,4829,0.8,3,1,10,0,0,0,0,10.0,0
tx_02741,16576,9.715771471424866,4814,0.55,18,0,1,1,-1,0,0,1.23,0
tx_02742,6323,8.752107198329362,5691,0.35,1,0,8,0,1,0,0,12.39,0
tx_02743,6957,8.847647355711887,7995,0.3,16,1,5,1,0,1,0,848.54,0
tx_02744,11137,9.318117964149614,4829,0.8,5,0,1,-1,1,0,0,10.84,0
tx_02745,3696,8.215276958936633,5411,0.1,11,0,8,0,1,0,0,4.27,0
tx_02746,8180,9.009569671513699,4900,0.1,1,0,0,1,1,0,0,8.39,0
tx_02747,10919,9.298351249298896,5968,0.7,16,0,0,1,1,0,0,10.1,0
tx_02748,1640,7.403061091090091,5411,0.1,11,1,3,1,1,0,0,96.62,0
tx_02749,6804,8.825412915085566,7995,0.3,15,1,2,1,1,0,0,0.63,0
tx_02750,6107,8.717354666338522,4900,0.1,8,1,1,1,-1,0,0,8.09,0
tx_02751,21630,9.981882749963502,4814,0.55,0,1,0,1,1,0,0,11.83,0
tx_02752,1412,7.253470382684528,5712,0.25,13,1,9,0,-1,0,0,7.06,0
tx_02753,5669,8.642944396721798,5812,0.45,16,0,1,1,1,0,0,16.67,0
tx_02754,5154,8.54772239645106,7995,0.3,15,1,2,1,-1,0,0,15.65,0
tx_02755,20277,9.917291833512525,6011,0.85,6,0,0,-1,1,0,0,7.61,0
tx_02756,7815,8.96392819372262,6011,0.85,17,1,4,0,1,0,0,4.39,0
tx_02757,44867,10.711480124765114,5712,0.25,13,1,8,1,1,0,0,0.42,0
tx_02758,15280,9.634365505605258,5411,0.1,5,1,1,1,-1,0,0,67.14,0
tx_02759,5516,8.61558951327243,5412,0.2,2,1,1,1,1,0,0,0.31,0
tx_02760,10228,9.232982102457008,4814,0.55,7,1,0,1,1,0,0,11.02,0
tx_02761,5819,8.669055540725484,5412,0.2,0,0,1,1,0,0,0,7.97,0
tx_02762,18427,9.821626526055807,5411,0.1,17,1,1,1,1,0,0,1.08,0
tx_02763,2298,7.740229524763182,4121,0.2,0,0,1,1,1,0,0,80.0,0
tx_02764,3724,8.22282213081366,4829,0.8,1,1,4,1,1,1,0,672.71,0
tx_02765,12558,9.438192819018127,5691,0.35,3,0,2,-1,0,0,0,7.68,0
tx_02766,26099,10.169690593310785,5411,0.1,7,0,3,0,-1,0,0,1.12,0
tx_02767,1006,6.914730892718563,7995,0.3,0,1,1,1,1,0,1,34.01,0
tx_02768,30059,10.310950663306965,5412,0.2,15,0,1,1,1,0,0,36.92,0
tx_02769,7130,8.872206756028303,7995,0.3,3,1,1,1,1,0,0,6.53,0
tx_02770,1360,7.215975002651466,5812,0.45,19,0,2,1,1,0,0,49.17,0
tx_02771,470,6.154858094016418,4121,0.2,13,0,7,0,1,0,0,6.98,0
tx_02772,1905,7.552762084214147,4829,0.8,2,0,4,1,1,0,0,8.62,0
tx_02773,7994,8.986571625268054,5812,0.45,9,0,1,1,1,0,0,4.99,0
tx_02774,7651,8.942722330560143,5691,0.35,3,0,0,1,1,0,0,13.21,0
tx_02775,14864,9.606764735432199,5311,0.4,23,0,3,1,1,0,0,10.42,0
tx_02776,4833,8.483429561263428,5691,0.35,14,1,2,1,1,0,0,2.79,0
tx_02777,2843,7.952966790923131,6011,0.85,19,1,1,1,-1,0,0,1.33,0
tx_02778,5501,8.61286694148452,5411,0.1,8,0,2,1,0,0,0,4.09,0
tx_02779,8409,9.037176752966994,4121,0.2,3,1,3,1,1,0,0,12.4,0
tx_02780,10142,9.224539091375995,5311,0.4,5,0,12,0,0,0,0,4.17,0
tx_02781,3849,8.25582842728183,7995,0.3,10,1,5,1,-1,0,0,1.67,0
tx_02782,19178,9.861571209434837,5814,0.3,18,1,2,1,1,0,0,4.68,0
tx_02783,4514,8.415160465851086,5968,0.7,10,1,7,1,1,0,0,1.25,0
tx_02784,3565,8.179199798423086,6011,0.85,22,0,3,-1,1,0,0,2.62,0
tx_02785,4865,8.490027523343468,4814,0.55,8,0,9,1,0,0,0,0.57,0
tx_02786,22613,10.026324462495191,4900,0.1,5,0,0,1,1,0,1,5.87,0
tx_02787,7180,8.879193928110318,4121,0.2,11,1,0,1,1,0,0,13.01,0
tx_02788,4211,8.345692873253865,4121,0.2,2,1,2,1,1,0,0,5.26,0
tx_02789,19633,9.885018036252466,5968,0.7,16,0,9,0,1,0,0,8.16,0
tx_02790,62366,11.040791568315225,7995,0.3,2,0,2,1,0,0,0,6.11,0
tx_02791,9940,9.204422898212146,4829,0.8,15,0,0,1,0,0,0,8.93,0
tx_02792,26300,10.177362240256695,5814,0.3,9,1,7,0,1,0,0,10.32,0
tx_02793,21795,9.989481745702989,5691,0.35,8,0,2,1,1,0,0,10.58,0
tx_02794,4582,8.430109084509125,4121,0.2,14,1,0,1,-1,0,0,19.99,0
